Date,High,Low,Open,Close,Volume,Adj Close
2018-07-02,204.32000732421875,202.0399932861328,202.57000732421875,204.32000732421875,1954800.0,200.7838897705078
2018-07-03,205.33999633789062,202.63999938964844,204.8800048828125,202.72999572753906,416200.0,199.22140502929688
2018-07-05,205.2100067138672,203.17999267578125,204.11000061035156,204.80999755859375,605500.0,201.26539611816406
2018-07-06,207.4600067138672,204.19000244140625,204.7100067138672,206.3699951171875,588200.0,202.7984161376953
2018-07-09,209.30999755859375,206.42999267578125,207.1199951171875,209.0800018310547,767000.0,205.46153259277344
2018-07-10,210.82000732421875,208.66000366210938,209.0399932861328,209.75999450683594,802400.0,206.12974548339844
2018-07-11,210.27000427246094,208.99000549316406,209.0,209.44000244140625,677500.0,205.81529235839844
2018-07-12,210.9199981689453,209.47999572753906,210.25,210.75,807600.0,207.10263061523438
2018-07-13,211.8000030517578,209.63999938964844,210.99000549316406,210.64999389648438,734200.0,207.0043487548828
2018-07-16,211.6699981689453,210.61000061035156,210.72999572753906,211.47000122070312,425000.0,207.81016540527344
2018-07-17,213.00999450683594,209.52999877929688,210.86000061035156,212.58999633789062,521800.0,208.9107666015625
2018-07-18,214.89999389648438,213.19000244140625,213.19000244140625,214.25999450683594,736200.0,210.55186462402344
2018-07-19,214.3000030517578,211.1300048828125,213.55999755859375,211.27000427246094,813600.0,207.61363220214844
2018-07-20,212.7899932861328,209.50999450683594,210.6999969482422,212.3300018310547,882000.0,208.65525817871094
2018-07-23,213.6699981689453,212.3000030517578,212.89999389648438,212.8699951171875,790500.0,209.1859130859375
2018-07-24,214.47999572753906,212.8699951171875,213.5399932861328,213.1199951171875,1159100.0,209.4315948486328
2018-07-25,215.08999633789062,212.4199981689453,213.0,214.77999877929688,1020400.0,211.06285095214844
2018-07-26,217.30999755859375,211.3800048828125,217.30999755859375,212.00999450683594,1171600.0,208.34080505371094
2018-07-27,213.52999877929688,202.49000549316406,212.5800018310547,203.86000061035156,1848400.0,200.3318634033203
2018-07-30,204.80999755859375,200.2899932861328,203.41000366210938,200.8800048828125,1484300.0,197.40342712402344
