Date,High,Low,Open,Close,Volume,Adj Close
2018-07-02,46.90999984741211,46.369998931884766,46.41999816894531,46.900001525878906,4198900.0,43.334205627441406
2018-07-03,47.34000015258789,46.70000076293945,46.83000183105469,47.0,2346200.0,43.42660140991211
2018-07-05,47.560001373291016,46.83000183105469,47.02000045776367,47.560001373291016,4763200.0,43.944026947021484
2018-07-06,47.849998474121094,47.470001220703125,47.54999923706055,47.7599983215332,3550300.0,44.12881851196289
2018-07-09,47.709999084472656,46.189998626708984,47.689998626708984,46.369998931884766,4564200.0,42.84449768066406
2018-07-10,47.72999954223633,46.02000045776367,46.25,47.34000015258789,8859400.0,43.74074935913086
2018-07-11,47.88999938964844,47.31999969482422,47.400001525878906,47.77000045776367,5138500.0,44.138057708740234
2018-07-12,48.06999969482422,47.59000015258789,47.75,47.97999954223633,6483300.0,44.332088470458984
2018-07-13,48.119998931884766,47.540000915527344,47.900001525878906,47.959999084472656,3508100.0,44.31361389160156
2018-07-16,47.959999084472656,47.4900016784668,47.7599983215332,47.709999084472656,3172200.0,44.082618713378906
2018-07-17,47.900001525878906,47.5099983215332,47.79999923706055,47.650001525878906,2192300.0,44.027183532714844
2018-07-18,47.72999954223633,47.18000030517578,47.72999954223633,47.54999923706055,3163800.0,43.934783935546875
2018-07-19,48.2400016784668,47.599998474121094,47.599998474121094,47.91999816894531,4496700.0,44.27665328979492
2018-07-20,47.81999969482422,47.20000076293945,47.66999816894531,47.52000045776367,4342400.0,43.90706253051758
2018-07-23,47.70000076293945,47.130001068115234,47.58000183105469,47.36000061035156,2342800.0,43.75922775268555
2018-07-24,47.68000030517578,46.65999984741211,47.189998626708984,47.540000915527344,4285800.0,43.9255485534668
2018-07-25,47.790000915527344,47.310001373291016,47.31999969482422,47.54999923706055,3674500.0,43.934783935546875
2018-07-26,48.22999954223633,47.75,47.91999816894531,48.08000183105469,5977700.0,44.42448806762695
2018-07-27,48.290000915527344,47.790000915527344,48.130001068115234,47.970001220703125,3439700.0,44.322853088378906
2018-07-30,48.04999923706055,47.650001525878906,47.91999816894531,47.90999984741211,3360500.0,44.26741409301758
2018-07-31,48.650001525878906,48.0,48.04999923706055,48.599998474121094,5986100.0,44.90495300292969
2018-08-01,48.470001220703125,47.65999984741211,48.41999816894531,48.08000183105469,5303600.0,44.42448806762695
2018-08-02,48.540000915527344,47.90999984741211,48.08000183105469,48.470001220703125,4906800.0,44.78483963012695
2018-08-03,49.029998779296875,48.20000076293945,48.439998626708984,48.93000030517578,4288600.0,45.20986557006836
2018-08-06,49.43000030517578,48.84000015258789,48.900001525878906,48.9900016784668,4468300.0,45.26530456542969
2018-08-07,49.220001220703125,48.709999084472656,48.93000030517578,49.08000183105469,4575700.0,45.34846496582031
2018-08-08,47.5,46.70000076293945,47.45000076293945,46.880001068115234,10954000.0,43.31572723388672
2018-08-09,46.869998931884766,45.880001068115234,46.09000015258789,46.810001373291016,7202200.0,43.25104522705078
2018-08-10,46.81999969482422,46.060001373291016,46.720001220703125,46.130001068115234,6840000.0,42.62274932861328
2018-08-13,46.459999084472656,46.04999923706055,46.27000045776367,46.400001525878906,4918200.0,42.87221908569336
